zipcode,latitude,longitude,room_type,accommodates,bedrooms,price,review_scores_value
1091,52.35630114,4.913592858,Entire home/apt,5,1.0,175,80.0
1091,52.35945466,4.912359194,Entire home/apt,5,2.0,180,90.0
1057,52.36948035,4.859696776,Entire home/apt,2,1.0,110,100.0
1074,52.35359288,4.902780153,Entire home/apt,2,1.0,74,100.0
1056 RW,52.37235607,4.851650723,Entire home/apt,3,2.0,120,80.0
1056,52.37259922,4.852838324,Private room,1,1.0,44,90.0
1091,52.35643929,4.911003115,Entire home/apt,2,1.0,119,90.0
1098 HA,52.35552589,4.9367767,Entire home/apt,4,2.0,180,
1053,52.36473752,4.872900134,Entire home/apt,2,1.0,100,90.0
1015,52.36944229,4.893116377,Entire home/apt,4,2.0,196,90.0
1098 KV,52.35064945,4.935010179,Entire home/apt,9,2.0,250,100.0
1056,52.37518763,4.852954401,Entire home/apt,4,2.0,119,100.0
1057,52.36705041,4.853808959,Entire home/apt,3,2.0,95,90.0
1054 BK,52.36665089,4.873652035,Entire home/apt,2,1.0,99,100.0
1073,52.35597281,4.896741205,Entire home/apt,6,3.0,189,90.0
1015 MZ,52.37862852,4.88681015,Entire home/apt,6,2.0,249,90.0
1015 MZ,52.37868839,4.886745696,Entire home/apt,6,2.0,249,90.0
1016 XB,52.3667936,4.881310428,Entire home/apt,4,3.0,189,80.0
1015 AL,52.37855002,4.890909753,Entire home/apt,4,2.0,224,90.0
1015 AL,52.37936214,4.892340608,Entire home/apt,4,2.0,224,80.0
1017,52.36274189,4.888413568,Entire home/apt,4,2.0,189,80.0
1078 CX,52.34831772,4.900713983,Entire home/apt,4,2.0,174,
1015 AL,52.37905309,4.891227484,Entire home/apt,4,2.0,224,90.0
1017,52.36297546,4.888215901,Entire home/apt,4,2.0,189,90.0
1015 AL,52.37893868,4.890831781,Entire home/apt,4,2.0,224,80.0
1016 XB,52.36696487,4.882959429,Entire home/apt,4,2.0,189,90.0
1017,52.36099591,4.891183882,Entire home/apt,4,1.0,119,
1017 TV,52.3617574,4.892681581,Entire home/apt,4,1.0,119,90.0
1079,52.3444342,4.906566104,Entire home/apt,2,1.0,116,
,52.35899013,4.880204107,Entire home/apt,2,1.0,116,
1074,52.35360906,4.905621032,Entire home/apt,6,3.0,230,90.0
1012,52.37253628,4.905454712,Shared room,1,1.0,19,80.0
1091,52.34772933,4.910528547,Entire home/apt,5,2.0,150,100.0
1077,52.3504092,4.870528835,Entire home/apt,2,1.0,110,100.0
1059,52.34751154,4.849632933,Private room,2,1.0,49,90.0
1025 LS,52.39105694,4.931964311,Entire home/apt,4,3.0,225,
1011,52.37034145,4.89846707,Entire home/apt,4,1.0,139,100.0
1016 LG,52.37217273,4.881499692,Entire home/apt,4,1.0,220,90.0
1015 VC,52.38328944,4.880648832,Entire home/apt,4,2.0,375,100.0
1016,52.36834001,4.882124831,Entire home/apt,2,1.0,169,70.0
,52.36133313,4.937118019,Entire home/apt,4,2.0,100,90.0
1054,52.36112307,4.86126735,Entire home/apt,4,2.0,60,90.0
1094,52.36320508,4.934309466,Private room,2,1.0,120,
1094 HA,52.36283055,4.933660944,Entire home/apt,2,1.0,50,100.0
1078,52.34655082,4.901353134,Entire home/apt,4,2.0,140,100.0
1054,52.3636495,4.877039934,Private room,2,1.0,119,
1013,52.38040816,4.892015374,Entire home/apt,4,2.0,145,90.0
1013 ET,52.3791324,4.891782687,Entire home/apt,4,2.0,145,90.0
1053,52.36753361,4.868249481,Entire home/apt,4,1.0,140,90.0
1056,52.37887387,4.845444335,Entire home/apt,4,1.0,130,80.0
1074,52.35850536,4.90424553,Private room,2,1.0,100,
1018 ES,52.3622422,4.903264863,Private room,2,1.0,195,100.0
1013 ZT,52.39324799,4.876194979,Entire home/apt,2,1.0,135,90.0
1054,52.36129092,4.865278724,Entire home/apt,4,2.0,250,
1057,52.36705041,4.853808959,Entire home/apt,3,2.0,95,90.0
1017,52.35700356,4.898888024,Entire home/apt,4,2.0,160,80.0
1015,52.37451694,4.887385596,Entire home/apt,2,2.0,170,100.0
1053,52.36841923,4.867037613,Entire home/apt,4,1.0,129,100.0
1064,52.3744245,4.808575171,Entire home/apt,2,2.0,60,90.0
1098,52.35629412,4.933540685,Entire home/apt,4,5.0,175,100.0
1016,52.36924268,4.885670353,Entire home/apt,2,1.0,125,90.0
1053 AA,52.3711132,4.874654723,Entire home/apt,4,2.0,99,90.0
1055,52.37765324,4.854959061,Entire home/apt,2,0.0,49,80.0
1055,52.37961372,4.854432293,Entire home/apt,2,0.0,49,90.0
1018 DB,52.3666279,4.909731912,Entire home/apt,2,1.0,120,90.0
1012,52.37347874,4.901838795,Entire home/apt,2,1.0,110,90.0
1056,52.37367508,4.84881873,Entire home/apt,3,2.0,95,100.0
1015,52.38049072,4.88743186,Entire home/apt,4,2.0,250,90.0
1051,52.38346783,4.867675888,Entire home/apt,2,1.0,59,90.0
1078,52.34806778,4.90117298,Entire home/apt,2,1.0,85,80.0
1013 AX,52.39294002,4.880783525,Entire home/apt,16,10.0,595,100.0
1075,52.35178275,4.853057361,Entire home/apt,4,1.0,90,90.0
1056 GA,52.37502107,4.858304035,Entire home/apt,4,3.0,500,
1056,52.37601462,4.860766501,Entire home/apt,4,2.0,145,90.0
1052,52.37183992,4.874845869,Entire home/apt,4,2.0,135,80.0
1073 BJ,52.3547489,4.893596673,Entire home/apt,3,2.0,119,100.0
1078 EE,52.34627477,4.901831494,Entire home/apt,2,1.0,100,90.0
1078,52.34659835,4.904908088,Entire home/apt,6,2.0,119,90.0
1058,52.36367589,4.855056297,Entire home/apt,2,1.0,115,90.0
1054,52.35834491,4.859343671,Entire home/apt,4,1.0,90,90.0
1091 KV,52.35378631,4.915087021,Entire home/apt,4,2.0,60,
1074XJ,52.36469165,4.893457271,Entire home/apt,4,1.0,85,100.0
1017 HD,52.36612036,4.892661248,Private room,4,1.0,90,
1056,52.37336013,4.85753732,Shared room,4,1.0,64,100.0
1095 AW,52.36494978,4.940301627,Entire home/apt,3,1.0,127,90.0
1079,52.34111722,4.894914677,Entire home/apt,2,1.0,70,90.0
1016,52.37157589,4.878481137,Entire home/apt,2,1.0,104,90.0
1052,52.3734813,4.87178846,Entire home/apt,2,1.0,125,90.0
1018 KC,52.36703599,4.920371333,Entire home/apt,4,2.0,125,90.0
1073,52.352161,4.897097261,Entire home/apt,2,1.0,89,90.0
1053 BM,52.37191045,4.870005529,Entire home/apt,4,3.0,100,90.0
1053,52.37015246,4.872950219,Private room,2,1.0,100,90.0
1053 BM,52.37058494,4.866884611,Private room,2,1.0,120,100.0
1015,52.38024914,4.883748127,Entire home/apt,2,1.0,124,100.0
1052 RW,52.36965938,4.86828266,Private room,1,1.0,54,100.0
1054 WZ,52.36340815,4.866153785,Entire home/apt,4,2.0,160,80.0
1094,52.36801999,4.938885598,Entire home/apt,2,1.0,77,90.0
1016,52.36991235,4.88265452,Entire home/apt,2,1.0,125,100.0
1052,52.37076187,4.867421751,Entire home/apt,3,2.0,85,90.0
1094 HV,52.36239302,4.937975088,Entire home/apt,3,1.0,74,80.0
1056,52.37243554,4.859669366,Entire home/apt,2,1.0,100,80.0
1017WE,52.36035843,4.889742406,Entire home/apt,3,1.0,95,90.0
1071,52.35862467,4.874844573,Entire home/apt,6,3.0,350,
1071 ER,52.35876104,4.875093437,Entire home/apt,6,3.0,395,
1015 DT,52.376901,4.884089079,Entire home/apt,4,2.0,325,90.0
1015,52.37909046,4.885037293,Entire home/apt,4,2.0,199,90.0
1015GC,52.3800605,4.889080852,Entire home/apt,4,2.0,375,100.0
1015 BA,52.37932295,4.891221777,Entire home/apt,4,1.0,179,90.0
1016 HW,52.3696225,4.883170174,Entire home/apt,4,1.0,149,90.0
1013 HA,52.3792366,4.889487901,Entire home/apt,4,1.0,249,100.0
1017 JG,52.36159863,4.899324721,Entire home/apt,3,1.0,169,90.0
1018,52.36359142,4.904488739,Entire home/apt,2,1.0,159,100.0
1015DS,52.37741156,4.885183331,Entire home/apt,2,0.0,149,
1015 NX,52.3772687,4.884140838,Entire home/apt,2,2.0,140,90.0
1015 NX,52.3784973,4.88367047,Private room,2,1.0,100,90.0
1056,52.37746281,4.861730024,Entire home/apt,2,1.0,85,100.0
1019,52.37270876,4.945910046,Entire home/apt,4,3.0,70,100.0
1018,52.36200604,4.910138341,Entire home/apt,2,1.0,70,90.0
1013 JE,52.38201923,4.887466577,Entire home/apt,3,2.0,120,100.0
1094 EG,52.36168185,4.93164395,Entire home/apt,4,2.0,89,90.0
1011,52.37826319,4.904362841,Entire home/apt,2,1.0,115,90.0
1056 HL,52.37530134,4.859799814,Entire home/apt,2,1.0,99,90.0
1058,52.36157576,4.855764501,Entire home/apt,4,2.0,129,90.0
1017 TW,52.36132979,4.893870573,Private room,2,1.0,150,
1017,52.35990353,4.894145038,Private room,2,1.0,130,
1013,52.3806331,4.891514943,Private room,2,1.0,55,90.0
1013 EZ,52.3793075,4.892116832,Entire home/apt,2,1.0,90,80.0
1025 CW,52.40009968,4.93599226,Entire home/apt,2,1.0,99,90.0
1092,52.35712963,4.919407149,Entire home/apt,2,1.0,99,100.0
1078,52.34037458,4.892717977,Entire home/apt,4,2.0,245,90.0
1091TT,52.35036993,4.912314041,Entire home/apt,4,2.0,130,100.0
1051 VN,52.38325314,4.870917764,Entire home/apt,4,1.0,59,90.0
1056 PV,52.37525519,4.847912923,Entire home/apt,2,1.0,94,90.0
1074,52.34826369,4.906387949,Entire home/apt,2,1.0,150,90.0
1016,52.37229018,4.878082588,Entire home/apt,6,4.0,225,90.0
1058 EP,52.36256029,4.84355872,Entire home/apt,5,3.0,130,90.0
1072,52.34966166,4.894959182,Entire home/apt,2,1.0,185,90.0
1012 VC,52.37786127,4.891725053,Entire home/apt,2,1.0,90,90.0
1052 LL,52.36941045,4.871144597,Entire home/apt,2,1.0,97,90.0
1056,52.37236054,4.854900227,Private room,2,1.0,60,80.0
1016 AG,52.36998144,4.887026709,Private room,2,1.0,119,90.0
1017,52.36321324,4.889051424,Entire home/apt,4,2.0,195,90.0
,52.37412914,4.856599419,Entire home/apt,2,1.0,95,100.0
1077,52.34919949,4.879008828,Entire home/apt,6,4.0,195,100.0
1018 WW,52.366659,4.922435294,Entire home/apt,3,2.0,129,90.0
1017,52.36534285,4.89139571,Entire home/apt,2,1.0,130,80.0
1017 WB,52.36225242,4.89785644,Entire home/apt,2,1.0,175,90.0
1072,52.35073895,4.892641871,Entire home/apt,2,1.0,95,90.0
1057,52.36445108,4.851644748,Private room,2,1.0,40,90.0
1073,52.3506463,4.896975177,Entire home/apt,6,2.0,190,90.0
1012,52.37146511,4.897738648,Entire home/apt,5,2.0,425,90.0
1012,52.37433432,4.89246876,Entire home/apt,4,1.0,140,90.0
1051,52.38487212,4.872481358,Entire home/apt,3,1.0,90,90.0
1018 PE,52.37116599,4.929817934,Entire home/apt,4,2.0,135,90.0
1059,52.35221381,4.846612398,Entire home/apt,3,2.0,100,80.0
1097,52.35265319,4.925999064,Entire home/apt,2,1.0,95,90.0
1073,52.359263,4.892643521,Entire home/apt,5,2.0,150,90.0
1075,52.35213541,4.860422934,Private room,2,1.0,65,100.0
1015 GH,52.38174869,4.885475688,Entire home/apt,4,2.0,139,90.0
1054,52.36066422,4.856536736,Entire home/apt,4,2.0,85,100.0
1054,52.35898833,4.858323124,Entire home/apt,4,1.0,75,90.0
1054,52.36043077,4.856598352,Entire home/apt,2,1.0,65,90.0
1054,52.35937898,4.858049768,Entire home/apt,2,1.0,69,90.0
1017,52.36087118,4.89559065,Entire home/apt,2,1.0,80,100.0
1013 RJ,52.39124484,4.880995275,Entire home/apt,4,2.0,120,90.0
1013 RJ,52.38994791,4.881015764,Entire home/apt,4,2.0,100,70.0
1071,52.35285618,4.886792186,Entire home/apt,2,1.0,110,90.0
1051 VL,52.38535947,4.87198126,Entire home/apt,2,1.0,100,
1074 HN,52.34969066,4.90546578,Entire home/apt,2,1.0,150,80.0
1051,52.38346283,4.871547236,Entire home/apt,2,1.0,85,90.0
1064,52.37521856,4.818478358,Private room,2,1.0,59,90.0
1016,52.36592067,4.877457961,Entire home/apt,2,1.0,119,90.0
1057 et,52.37000585,4.856187598,Entire home/apt,2,1.0,90,100.0
1054 ZG,52.36560605,4.874666237,Entire home/apt,8,4.0,425,
1054 CB,52.36434354,4.878605878,Entire home/apt,6,2.0,240,90.0
1054 CB,52.36414438,4.876743498,Entire home/apt,6,2.0,230,90.0
1016 PM,52.37299949,4.880931231,Entire home/apt,6,2.0,210,90.0
1016 PM,52.37227742,4.88277963,Entire home/apt,6,2.0,200,90.0
1013,52.38393031,4.892371258,Entire home/apt,2,1.0,100,100.0
1018,52.36358574,4.905894624,Entire home/apt,2,1.0,95,90.0
1051,52.38351266,4.875730763,Entire home/apt,4,1.0,99,80.0
1051,52.38602038,4.872524932,Entire home/apt,3,1.0,150,90.0
1091,52.35710434,4.907941287,Entire home/apt,3,1.0,118,100.0
1055,52.38092184,4.850373778,Entire home/apt,4,2.0,120,90.0
1012,52.37703635,4.900315756,Entire home/apt,4,2.0,199,100.0
1051,52.38282915,4.869850706,Entire home/apt,4,2.0,240,80.0
1077,52.34743916,4.86886066,Entire home/apt,6,3.0,199,90.0
1018,52.3694432,4.922637218,Entire home/apt,4,1.0,98,90.0
1056,52.37782216,4.85896174,Private room,2,1.0,85,90.0
1057,52.36742836,4.848940893,Private room,2,1.0,35,100.0
1057,52.36815357,4.848142965,Private room,2,1.0,35,90.0
1013,52.37937484,4.893615757,Entire home/apt,8,3.0,299,90.0
1016 BB,52.36791223,4.888085819,Entire home/apt,8,3.0,359,90.0
1016,52.36983781,4.886711294,Entire home/apt,6,1.0,229,90.0
1072 TN,52.3537102,4.889668265,Entire home/apt,2,1.0,87,90.0
1015 JS,52.3798889,4.88200963,Entire home/apt,2,1.0,125,100.0
1018,52.36316188,4.906257937,Entire home/apt,2,1.0,99,90.0
1058 TP,52.35202068,4.846733939,Entire home/apt,3,2.0,75,100.0
1055 CG,52.37818873,4.850870898,Entire home/apt,4,2.0,135,90.0
1079 GM,52.34110677,4.903207624,Entire home/apt,2,1.0,120,100.0
1056 XE,52.37547512,4.861310036,Entire home/apt,2,1.0,100,
1091,52.35122676,4.917523058,Entire home/apt,4,3.0,135,90.0
1091,52.3513519,4.917794286,Private room,2,1.0,75,90.0
1079 VW,52.342688,4.906210479,Entire home/apt,2,1.0,125,80.0
1073,52.35664876,4.90670994,Entire home/apt,4,1.0,69,90.0
1091,52.34960603,4.917382652,Private room,3,1.0,50,90.0
1051 GA,52.38252373,4.87508895,Entire home/apt,2,1.0,80,90.0
1053 XE,52.36732747,4.874717333,Entire home/apt,4,1.0,75,90.0
1012,52.37068836,4.895157177,Private room,2,1.0,79,90.0
,52.35492471,4.881770184,Entire home/apt,8,4.0,295,100.0
1071 BE,52.35626199,4.884414898,Private room,3,1.0,78,100.0
1073 GR,52.35023679,4.897945107,Entire home/apt,2,1.0,99,100.0
1057 JL,52.3698998,4.862008602,Private room,2,1.0,59,90.0
1073,52.35260451,4.900828271,Entire home/apt,4,2.0,180,90.0
1073,52.35428164,4.900543774,Entire home/apt,3,1.0,85,80.0
1079,52.33761522,4.893596487,Entire home/apt,3,1.0,99,90.0
1094 JK,52.36489073,4.94045698,Entire home/apt,2,1.0,99,100.0
1012,52.36956941,4.888304336,Entire home/apt,4,2.0,550,
1012,52.36890525,4.889704569,Entire home/apt,2,1.0,327,80.0
1055,52.38463357,4.847570321,Entire home/apt,6,3.0,125,90.0
1017,52.35853174,4.897510929,Private room,2,1.0,85,90.0
1015,52.37505827,4.888799538,Entire home/apt,4,2.0,295,90.0
1073 TM,52.35387476,4.89825963,Entire home/apt,2,1.0,98,
1074 HX,52.35386701,4.906774793,Entire home/apt,2,0.0,90,100.0
1093 GB,52.3618938,4.927795044,Entire home/apt,2,1.0,78,90.0
1054,52.36563714,4.876398387,Entire home/apt,4,2.0,150,90.0
1058,52.36109823,4.858935153,Entire home/apt,4,2.0,125,90.0
1018,52.37101588,4.930616986,Entire home/apt,4,2.0,110,90.0
1056 XD,52.37149336,4.862764029,Entire home/apt,2,1.0,90,90.0
1097,52.35347255,4.927832849,Entire home/apt,2,1.0,110,90.0
1013,52.38054798,4.890201012,Entire home/apt,4,1.0,95,90.0
1058 em,52.36135909,4.842073203,Private room,2,1.0,70,
1098 JK,52.35631781,4.937554324,Entire home/apt,4,2.0,250,100.0
1033,52.40636573,4.897734647,Entire home/apt,6,2.0,160,90.0
1011 BD,52.3733964,4.905976788,Entire home/apt,2,1.0,149,90.0
1060 LZ,52.34452395,4.7901076,Entire home/apt,4,3.0,109,
1060,52.34438338,4.788865102,Private room,4,1.0,89,80.0
1025 LA,52.38943448,4.936803634,Entire home/apt,3,2.0,135,90.0
1075,52.35030433,4.856284716,Entire home/apt,4,2.0,125,100.0
1054,52.36052701,4.866615591,Entire home/apt,4,1.0,135,100.0
1057,52.36919834,4.858761938,Entire home/apt,8,4.0,399,
1055RA,52.38040608,4.860787433,Entire home/apt,4,1.0,100,90.0
1056,52.37135891,4.854608527,Entire home/apt,3,2.0,87,80.0
1057,52.36973931,4.855814149,Entire home/apt,1,1.0,99,90.0
1012 NV,52.37210477,4.895273797,Entire home/apt,2,2.0,119,90.0
1059 XL,52.35168667,4.847265177,Entire home/apt,2,1.0,90,90.0
1087 BB,52.35850231,4.988057521,Entire home/apt,2,0.0,109,
1053,52.36759065,4.8720128,Private room,3,1.0,65,80.0
1053,52.3658804,4.873228289,Private room,2,1.0,80,90.0
1053,52.36782545,4.873062994,Private room,2,1.0,55,80.0
1072,52.35124559,4.889704754,Entire home/apt,2,1.0,100,90.0
1075 GB,52.35034395,4.857780085,Entire home/apt,2,1.0,60,100.0
1013,52.39119376,4.890357011,Entire home/apt,4,2.0,150,80.0
1013,52.39162677,4.891396772,Entire home/apt,4,2.0,150,70.0
1077,52.35048377,4.877947817,Entire home/apt,2,1.0,109,90.0
1082 GZ,52.32784095,4.879285544,Private room,2,1.0,38,90.0
1015,52.37641712,4.885195137,Entire home/apt,2,1.0,135,90.0
1091,52.35126876,4.912450002,Entire home/apt,2,1.0,85,100.0
1098,52.34697556,4.937357749,Entire home/apt,2,2.0,85,80.0
1016 HA,52.37411465,4.883419206,Entire home/apt,4,2.0,220,90.0
1016HA,52.37605162,4.884178805,Private room,2,1.0,120,
1013,52.38966854,4.880898899,Entire home/apt,4,1.0,89,90.0
1054,52.36451666,4.875872997,Entire home/apt,2,1.0,79,100.0
1054,52.3662038,4.877051551,Private room,2,1.0,79,90.0
1094,52.36540461,4.937462749,Entire home/apt,3,2.0,100,90.0
1094,52.36734219,4.936148078,Private room,1,1.0,40,100.0
1016,52.36573647,4.880209022,Entire home/apt,2,1.0,175,
1053 KV,52.37185904,4.87069498,Private room,2,1.0,70,100.0
1017 AA,52.36765653,4.895218187,Entire home/apt,4,2.0,300,
1017 AA,52.3659616,4.893628254,Entire home/apt,4,2.0,220,80.0
1017 AA,52.36754685,4.893655987,Entire home/apt,4,2.0,220,80.0
1017,52.36807935,4.893410055,Private room,4,1.0,200,80.0
1017 AA,52.36621752,4.893980936,Private room,4,1.0,220,60.0
1017,52.36580044,4.895278351,Private room,4,1.0,220,100.0
1018,52.36296415,4.913101266,Entire home/apt,2,1.0,122,90.0
1057,52.36854139,4.867769416,Entire home/apt,3,2.0,95,100.0
1054 KA,52.36011231,4.866333504,Entire home/apt,2,1.0,140,90.0
1074 VA,52.35106398,4.904461979,Entire home/apt,3,2.0,120,90.0
1071,52.35697856,4.877189921,Entire home/apt,2,1.0,190,
1071,52.35504581,4.878877447,Entire home/apt,2,1.0,190,
1071,52.35465234,4.878183282,Entire home/apt,2,1.0,190,100.0
1071,52.35639193,4.877495773,Entire home/apt,2,1.0,210,
1053,52.3682583,4.875297898,Entire home/apt,4,1.0,90,90.0
1033 RC,52.40068031,4.891045234,Entire home/apt,16,7.0,35,
1052,52.37253369,4.874725581,Entire home/apt,5,2.0,129,80.0
1011 GS,52.37032733,4.90154847,Entire home/apt,4,3.0,325,
,52.39257089,4.877158039,Entire home/apt,4,2.0,89,80.0
1019 HD,52.37516293,4.923691963,Entire home/apt,4,2.0,99,100.0
1075 ER,52.35310499,4.868333267,Entire home/apt,4,2.0,209,70.0
1053 WH,52.37038523,4.872958968,Entire home/apt,4,2.0,159,90.0
1058 XV,52.3637485,4.855280622,Entire home/apt,4,2.0,79,90.0
1093 RT,52.36636937,4.925365805,Entire home/apt,4,2.0,67,80.0
1015 JM,52.38146893,4.8817469,Entire home/apt,4,2.0,260,100.0
1091 TN,52.35077426,4.911852848,Entire home/apt,4,2.0,119,
1053 MS,52.36428708,4.869545925,Entire home/apt,4,2.0,149,
1055 TP,52.38081713,4.855896876,Entire home/apt,4,2.0,99,
1016 CA,52.37259686,4.885442148,Entire home/apt,4,1.0,89,90.0
1091 RW,52.35699898,4.907142971,Entire home/apt,4,1.0,129,
1053 PG,52.3633232,4.863336478,Entire home/apt,3,1.0,79,90.0
1017,52.36048642,4.894744151,Entire home/apt,3,1.0,99,90.0
1017 KL,52.36183317,4.89230103,Entire home/apt,3,1.0,119,100.0
1072 SX,52.35076678,4.887808952,Entire home/apt,3,1.0,109,
1018 VG,52.36562196,4.906919226,Entire home/apt,3,1.0,104,100.0
1055 PK,52.38599739,4.859010503,Entire home/apt,3,1.0,94,
1017 EE,52.36496688,4.901135679,Entire home/apt,2,1.0,110,100.0
1018 PE,52.37133823,4.929921089,Entire home/apt,2,1.0,99,80.0
1073 EB,52.35260623,4.896243491,Entire home/apt,2,1.0,109,90.0
1054,52.36592753,4.878782956,Entire home/apt,2,1.0,119,90.0
1018 XN,52.36156402,4.906183858,Entire home/apt,2,1.0,139,100.0
1077 DC,52.34570287,4.867243435,Entire home/apt,2,1.0,99,100.0
1079,52.3417564,4.901658966,Entire home/apt,2,1.0,129,90.0
1016 GJ,52.36833575,4.884524086,Entire home/apt,2,1.0,144,
1056 KH,52.3725646,4.864797736,Entire home/apt,2,1.0,99,80.0
,52.36414902,4.863935925,Entire home/apt,2,1.0,70,90.0
1013 JN,52.38225488,4.88450638,Entire home/apt,2,1.0,94,
1015 WE,52.37738898,4.87746497,Entire home/apt,2,0.0,99,100.0
1053 HB,52.36651888,4.876183136,Entire home/apt,2,0.0,79,90.0
1055,52.37910705,4.852273859,Entire home/apt,3,2.0,79,100.0
1103 LH,52.32454814,4.975968403,Private room,2,1.0,44,90.0
1051,52.38280346,4.874644449,Entire home/apt,2,2.0,139,100.0
1096GG,52.34060524,4.916050027,Entire home/apt,2,1.0,115,90.0
1072,52.35619025,4.88624656,Entire home/apt,4,2.0,150,90.0
1095 LG,52.36565704,4.947955882,Entire home/apt,2,1.0,100,
1073,52.34905353,4.901664931,Entire home/apt,2,1.0,75,100.0
1072,52.35650562,4.886735872,Entire home/apt,3,1.0,90,100.0
1058 XL,52.36085701,4.854115888,Entire home/apt,3,2.0,200,
1016,52.36929173,4.887814377,Entire home/apt,4,2.0,230,100.0
1016,52.37000692,4.887873601,Entire home/apt,4,2.0,204,90.0
1016,52.3747967,4.887632553,Entire home/apt,4,1.0,144,90.0
1053XE,52.36588424,4.872613822,Entire home/apt,2,1.0,99,100.0
1075,52.35268732,4.865859461,Private room,3,1.0,48,
1075,52.35275439,4.865406996,Private room,2,1.0,48,
1025 LE,52.3921754,4.930092026,Entire home/apt,6,4.0,225,80.0
1057,52.36929257,4.85879071,Private room,2,1.0,55,90.0
1015,52.37635978,4.888244144,Private room,4,1.0,65,80.0
1015,52.37518841,4.890015795,Private room,2,1.0,50,90.0
1051 GV,52.38591508,4.872023611,Entire home/apt,2,1.0,92,90.0
1073,52.35224633,4.892985403,Private room,2,1.0,49,90.0
1053 NM,52.36137786,4.86069055,Private room,2,1.0,84,
,52.36376489,4.859140588,Private room,2,1.0,78,90.0
1078,52.34603528,4.897093661,Entire home/apt,4,2.0,100,90.0
1094,52.36609902,4.932987129,Entire home/apt,2,1.0,70,90.0
1015,52.3786874,4.886406097,Entire home/apt,2,1.0,185,
1053 SE,52.36627516,4.858905118,Entire home/apt,2,1.0,85,
1022,52.38315554,4.928063971,Entire home/apt,8,2.0,275,90.0
1011 TW,52.36960855,4.909820838,Entire home/apt,4,2.0,125,100.0
,52.35540356,4.901943884,Entire home/apt,4,2.0,100,100.0
1082 RK,52.33419919,4.875463805,Entire home/apt,3,1.0,90,70.0
1057,52.36524596,4.859645523,Entire home/apt,4,2.0,250,90.0
1053,52.36728486,4.867159589,Entire home/apt,2,1.0,80,100.0
1015,52.37797888,4.887425551,Entire home/apt,2,1.0,240,90.0
1015 DV,52.37865414,4.887654979,Entire home/apt,2,1.0,145,100.0
1018,52.36513247,4.908371799,Private room,2,1.0,145,
1019,52.36958171,4.935160979,Entire home/apt,3,1.0,110,100.0
1016,52.3713087,4.882063422,Entire home/apt,2,1.0,130,90.0
1015,52.38039955,4.880348957,Private room,4,1.0,100,
1013,52.37971904,4.893778867,Private room,4,1.0,128,100.0
